SKU,Localized For,Title,Subtitle,Product Description,Additional Info,Group Picture URL,Picture URL 1,Picture URL 2,Picture URL 3,Picture URL 4,Picture URL 5,Picture URL 6,Picture URL 7,Picture URL 8,Picture URL 9,Picture URL 10,Picture URL 11,Picture URL 12,UPC,ISBN,EAN,Attribute Name 1,Attribute Value 1,Attribute Name 2,Attribute Value 2,Attribute Name 3,Attribute Value 3,Attribute Name 4,Attribute Value 4,Attribute Name 5,Attribute Value 5,Attribute Name 6,Attribute Value 6,Attribute Name 7,Attribute Value 7,Attribute Name 8,Attribute Value 8,Attribute Name 9,Attribute Value 9,Attribute Name 10,Attribute Value 10,Attribute Name 11,Attribute Value 11,Attribute Name 12,Attribute Value 12,Attribute Name 13,Attribute Value 13,Attribute Name 14,Attribute Value 14,Attribute Name 15,Attribute Value 15,Attribute Name 16,Attribute Value 16,Attribute Name 17,Attribute Value 17,Attribute Name 18,Attribute Value 18,Attribute Name 19,Attribute Value 19,Attribute Name 20,Attribute Value 20,Attribute Name 21,Attribute Value 21,Attribute Name 22,Attribute Value 22,Attribute Name 23,Attribute Value 23,Attribute Name 24,Attribute Value 24,Attribute Name 25,Attribute Value 25,Condition,Condition Description,Total Ship To Home Quantity,Channel ID,Category,Shipping policy,Payment Policy,Return Policy,List Price,VAT Percent,Max Quantity Per Buyer,Strikethrough Price,Store Category Name 1,Store Category Name 2,Include eBay Product Details,Template Name,Compatible Product 1,Compatible Product 2,Compatible Product 3,Compatible Product 4,Compatible Product 5,Compatible Product 6,Compatible Product 7,Compatible Product 8,Compatible Product 9,Compatible Product 10,Compatible Product 11,Compatible Product 12,Compatible Product 13,Compatible Product 14,Compatible Product 15,Compatible Product 16,Compatible Product 17,Compatible Product 18,Compatible Product 19,Compatible Product 20,Compatible Product 21,Compatible Product 22,Compatible Product 23,Compatible Product 24,Compatible Product 25,Compatible Product 26,Compatible Product 27,Compatible Product 28,Compatible Product 29,Compatible Product 30,Compatible Product 31,Compatible Product 32,Compatible Product 33,Compatible Product 34,Compatible Product 35,Compatible Product 36,Compatible Product 37,Compatible Product 38,Compatible Product 39,Compatible Product 40,Compatible Product 41,Compatible Product 42,Compatible Product 43,Compatible Product 44,Compatible Product 45,Compatible Product 46,Compatible Product 47,Compatible Product 48,Compatible Product 49,Compatible Product 50,Compatible Product 51,Compatible Product 52,Compatible Product 53,Compatible Product 54,Compatible Product 55,Compatible Product 56,Compatible Product 57,Compatible Product 58,Compatible Product 59,Compatible Product 60,Compatible Product 61,Compatible Product 62,Compatible Product 63,Compatible Product 64,Compatible Product 65,Compatible Product 66,Compatible Product 67,Compatible Product 68,Compatible Product 69,Compatible Product 70,Compatible Product 71,Compatible Product 72,Compatible Product 73,Compatible Product 74,Compatible Product 75,Compatible Product 76,Compatible Product 77,Compatible Product 78,Compatible Product 79,Compatible Product 80,Compatible Product 81,Compatible Product 82,Compatible Product 83,Compatible Product 84,Compatible Product 85,Compatible Product 86,Compatible Product 87,Compatible Product 88,Compatible Product 89,Compatible Product 90,Compatible Product 91,Compatible Product 92,Compatible Product 93,Compatible Product 94,Compatible Product 95,Compatible Product 96,Compatible Product 97,Compatible Product 98,Compatible Product 99,Compatible Product 100,Compatible Product 101,Compatible Product 102,Compatible Product 103,Compatible Product 104,Compatible Product 105,Compatible Product 106,Compatible Product 107,Compatible Product 108,Compatible Product 109,Compatible Product 110,Compatible Product 111,Compatible Product 112,Compatible Product 113,Compatible Product 114,Compatible Product 115,Compatible Product 116,Compatible Product 117,Compatible Product 118,Compatible Product 119,Compatible Product 120,Compatible Product 121,Compatible Product 122,Compatible Product 123,Compatible Product 124,Compatible Product 125,Compatible Product 126,Compatible Product 127,Compatible Product 128,Compatible Product 129,Compatible Product 130,Compatible Product 131,Compatible Product 132,Compatible Product 133,Compatible Product 134,Compatible Product 135,Compatible Product 136,Compatible Product 137,Compatible Product 138,Compatible Product 139,Compatible Product 140,Compatible Product 141,Compatible Product 142,Compatible Product 143,Compatible Product 144,Compatible Product 145,Compatible Product 146,Compatible Product 147,Compatible Product 148,Compatible Product 149,Compatible Product 150,Compatible Product 151,Compatible Product 152,Compatible Product 153,Compatible Product 154,Compatible Product 155,Compatible Product 156,Compatible Product 157,Compatible Product 158,Compatible Product 159,Compatible Product 160,Compatible Product 161,Compatible Product 162,Compatible Product 163,Compatible Product 164,Compatible Product 165,Compatible Product 166,Compatible Product 167,Compatible Product 168,Compatible Product 169,Compatible Product 170,Compatible Product 171,Compatible Product 172,Compatible Product 173,Compatible Product 174,Compatible Product 175,Compatible Product 176
828033_Valeo,,,,,,,,,,,,,,,,,,,,,,Brand,Valeo,Type,kit d'embrayage KIT2P,Nombre de dents,21,Force d'éjection (N),5500 N,Poids,"4,29 kg",Fixation de colonne de direction,"24,81 x 21,28",Diamètre du disque,228 mm,Info complementaire 1,"Avec mécanisme d'embrayage, sans butée hydraulique",OE,4152500400 | 4152500401 | A4152500400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Livraison_France,Paiement_France,Retour_France,299,,,,,,,,Ktype=111757,Ktype=222222,Ktype=333333,Ktype=444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
