MPN (or OE),Brand,*StartPrice,*Quantity,*Location,*ShippingProfileName,*ReturnProfileName,*PaymentProfileName,StoreCategory
828033,Valeo,299,2,France,Livraison_France,Retour_France,Paiement_France,
